6_2,2313,1868,2236
6_8,2458,1862,2400
7_2,2303,1661,2230
7_8,2360,1803,2621
8_4,2276,1627,2492
NoTestStrip,3048,3390,4728
OutOfRange,2719,1829,1604
OutOfRange,2057,1485,1393
DrawerNotClosed,193,186,280
NoDrawer,4604,5099,6959
